S.No,Sentence,Annotator 1,Annotator 2,IAA,label
5430,"Yes when not hailing jesus, he likes to leave droppings here and there about the boards ...",Sarcastic,Sarcastic,Agree,Sarcastic
5431,"Except it's not. It's perfectly acceptable to morally disagree with drinking and smoking (and encourage others not to do it) and still believe others should have the freedom to choose for themselves.   chloe,",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5432,"That makes her a Clinton appointee, not a ""good ole Republican"" appointee. 
Nice try, though. emoticonXCensored",Sarcastic,Sarcastic,Agree,Sarcastic
5433,"Well uh I am a fan. & you remind me of Humpty Dumpty.
",Sarcastic,Sarcastic,Agree,Sarcastic
5434,"Tell me then, does someone who is mentally retarded have a self-interest in staying alive? What about someone in a coma?",Sarcastic,Non-Sarcastic,Disagree,Unknown
5435,"holy cow! so you are an aussie now? in various other forums you have claimed to be chilean, german, and god knows what else....whatever suited you at that moment. emoticonxrolleyes",Sarcastic,Sarcastic,Agree,Sarcastic
5436,"So it doesn't matter that someone dies in their forties from hunger and cold because they are homeless and penniless, whilst another lives in luxury with the best food and medicines until his 80s: they are both equal? What planet do you live on, for it sure aren't the real world...",Sarcastic,Sarcastic,Agree,Sarcastic
5437,"just curious, but is bassman still a moderator? i remember he and giantoreo were mods not too long ago.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5438,I predict everyone will now stay away from forums dutch starts. emoticonXFrazzled,Sarcastic,Sarcastic,Agree,Sarcastic
5439,But did you consider it relative when you posted this on another thread?:,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5440,"I don't see how this is not a debate about abortion. True, it's become mildly less concrete, but that's what happens when you try to get it right.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5441,"Because the soundbite ""survival of the fittest"" was coined to explain evolution to the stupid masses.",Sarcastic,Sarcastic,Agree,Sarcastic
5442,I believe studies have already been done on that subject.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5443,You just say this because you want to murder helpless wromb-trapped human beings. You cannot just say you personally believe something in a debate.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5444,"Who is this god you speak of? Can I call him? I have some things I'd like done and he can just say them while on the phone I'm hoping.
-Mach",Sarcastic,Sarcastic,Agree,Sarcastic
5445,Crime has dropped significantly in New York and Los Angeles in recent years. ,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5446,I can understand your disappointment. Its very difficult to cure someone of chronic religious delusions. No easy way to relieve the suffering of the victim. But if you really work hard at it for another decade or so you may recover yet. Best of luck and don't fall for the quacks peddling quick cures.,Non-Sarcastic,Sarcastic,Disagree,Unknown
5447,"Nor is there any need for some mythical molecular elemental, nebulas natural selection, or mystical transitionals based on peicemeal forensics and antithestic rhetoric.",Sarcastic,Sarcastic,Agree,Sarcastic
5448,"Well, I suppose creationists would object to careful definition of terms and the assiduous distinguishing of fact from non-fact, wouldn't they? It runs counter to all they hold dear.",Sarcastic,Sarcastic,Agree,Sarcastic
5449,"Since when were proteins no longer structures? A basic freshmen tool for teaching is the phrase ""structure defines function.""",Non-Sarcastic,Sarcastic,Disagree,Unknown
5450,"The logic we use to make statements about reality is derived from the way we observe material things behaving, and that logic is not immutable. Quantum physics demonstrates the fundamentally uncertain nature of reality at very tiny scales: the 'law of excluded middle' in particular taking it firmly in the shorts. Given that logic can vary on such a simple metric as physical scale, your argument is starting to look more than a bit frayed at the edges :)",Sarcastic,Sarcastic,Agree,Sarcastic
5451,"oh yeah man, i'm feeling the love, everything is one and i'm one with everything, there are no distinctions, reality is just an illusion right? what do you call someone who is out of touch with reality?",Sarcastic,Sarcastic,Agree,Sarcastic
5452,"No. The point is that doctors are more dangerous than guns, highlighting the stupidity of the anti-gun crowed who believe that guns should be outlawed because they are &#8220;dangerous.&#8221;
 
 Furthermore, if we wanted to include deliberate killing, we",Sarcastic,Non-Sarcastic,Disagree,Unknown
5453,Makes about as much sense as saying many of the car hating crowd (people who support such laws as car registration) also own cars. More evidence that your handlers have trained you to see the world in black and white.,Non-Sarcastic,Sarcastic,Disagree,Unknown
5454,"Yeah, so will slaves who don't know their Biblical place under their masters, and women who don't submit to men.",Non-Sarcastic,Sarcastic,Disagree,Unknown
5455,"We don't need another one that does the same thing, and can put an honest gun owner in a jam. This is after all as Nato 556 points out, a due process violation.
   Don't lie for the other guy. National Sports Shooting Foundation campaign.",Sarcastic,Non-Sarcastic,Disagree,Unknown
5456,You're working at the wrong end of the problem. We need young to survive. It's the old that are expendable.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5457,"ok, so none can be shown. how many people with a life sentence without parole have died an prison and been innocent?  my point being that a mistake doesn't make the sentence not worth having. in fact, with the death penalty you get more due process than someone with a life sentence...there aren't many advocates for helping those guys out.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5458,"i just love how you call it a baby and not 'contents of the uterus' or 'product of conception' or 'fetus'. the truth is, that was a child.",Non-Sarcastic,Sarcastic,Disagree,Unknown
5459,"You're a little confused about that. It's all real DNA. Some of it just doesn't code for anything. But some parts of non-coding DNA (which you call ""junk"") has other functions besides coding for proteins.",Sarcastic,Non-Sarcastic,Disagree,Unknown
5460,"your logic here really scares me. if his actions werent intrinisicly wrong, i guess there is no absolute that we are morally right to judge him. thats according to you.. and by the way, where did your mother get those convictions from?? and beyond.. there is something in every human heart that knows murder is wrong, stealing is wrong, and so forth. who created that is what i wanna know..",Sarcastic,Non-Sarcastic,Disagree,Unknown
5461,"Because they couldn't own models like the AR-15 or AK-47? Last I checked those were banned in Chicago and much of Illinois, limiting people to mainly deer rifles.",Non-Sarcastic,Sarcastic,Disagree,Unknown
5462,"Did you read the article? A capuchin is type of monkey, in this case, the type that was used in the experiment.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5463,The tooth fairy has a different function than the Easter bunny.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5464,"I believe suicide is murder, no matter how you look at it. It's already illegal, and if you do it, then chances are you're either taking PCP or are mentally unstable.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5465,"Yes, because congresses powers are actually pretty limited. It hink it will be interesting to see how the 2 upcoming supreme court cases (one has already been accepted, the other is pretty much a shoe in) regarding the commerce clause will be handled, since the majority of the laws that congress passes are tied to it. ",Sarcastic,Non-Sarcastic,Disagree,Unknown
5466,"Since you're so fond of reporting personal attacks to the mod, maybe someone should return the favor to you? emoticonXRolleyes",Sarcastic,Sarcastic,Agree,Sarcastic
5467,Just because it is human doesn't mean it's a human being. I'm not sure what grade you're in but that's basic biology 101. Your ears are human. Your ears are NOT human beings.,Sarcastic,Non-Sarcastic,Disagree,Unknown
5468,"Except that the government was tapping phones, and isn't interfering with freedom of speech. But if you ignore reality, then your parallel kinda works, I guess.",Sarcastic,Sarcastic,Agree,Sarcastic
5469,"Bad, bad, bad. :( 1) Reducing meat consumption will create a change towards more agricultural farming which is more sustainable for humans and the environment.1) Some, perhaps all ""Livestock feed"" is actually edible for humans; GM maize is regularly consumed in the US and Mexico.2) One does not have to consume those foods as there are thousands of plant foods that can be eaten.",Sarcastic,Non-Sarcastic,Disagree,Unknown
5470,"You know my answer: There is no god and no one ""created"" mankind. But the discussion over the existence of god belongs rightly under ""Religious"" or ""Philosophy"" section, not abortion. 
Is this one of the tactics you fundies frequently practice? Change the subject when you are about to lose?",Non-Sarcastic,Sarcastic,Disagree,Unknown
5471,You are very right. We too will have to pay tax on the insurance for me. Not fair.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5472,oh really? show me evidence of people who fully died and came back. and i mean fully dead.,Sarcastic,Non-Sarcastic,Disagree,Unknown
5473,"In other words: No, but I like to think they have!",Non-Sarcastic,Sarcastic,Disagree,Unknown
5474,Oh yeah. Multiply your experience by 50 million non-paying and 12Million illegal people and tell me how happy they'd be to serve you.emoticonXCensored,Sarcastic,Sarcastic,Agree,Sarcastic
5475,"Well why not start at the beginning?
 
 Handy Dinosaur Answer Book",Non-Sarcastic,Sarcastic,Disagree,Unknown
5476,"It should freak any normal person out!
Gayhumanist wants 14 years olds to be taught howemoticonXDonno",Non-Sarcastic,Sarcastic,Disagree,Unknown
5477,"A magnanimous troll is nearly an oxymoron but you are a complete m*ron.
NATO was making a valid statement not being a victim..you are the one with the chip on your shoulder whineyemoticonXClown",Sarcastic,Sarcastic,Agree,Sarcastic
5478,"No biggie, right? Typical creationist ""teach the controversy"" stuff. But wait! The ""encyclopedia"" follows this up with it's damning evidence to show the many holes in the ToE! Read on evolutionists, and despair!!",Sarcastic,Sarcastic,Agree,Sarcastic
5479,"What! You mean that WE don't want to do all of those things? Who knew? I didn't get the memo? emoticonXConfused 
And you forgot ""make Seniors eat dog food"". emoticonXGood",Sarcastic,Sarcastic,Agree,Sarcastic
5480,your argument is contradicting how can seeing people naked ifnringe on your personal thought and the other not? also the right isn't to marry whomever neterosexuals want. the limits apply to everyoen equally just people have different preferences.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5481,"i love how you broke that down, but why would anyone who feels content in their life, by into something that's telling them they are wrong? it seems like they are cutting out a big portion of their market with a certain sin that harms no one.",Non-Sarcastic,Sarcastic,Disagree,Unknown
5482,Not even let white people in? I can imagine why your teacher suggested a reality check.,Sarcastic,Sarcastic,Agree,Sarcastic
5483,you are an idiot and i'm surprised you are able to navigate the internet with a computer. anyone who actually knows how to use a thesaurus can see your incompetence and dishonesty for what it is.,Sarcastic,Sarcastic,Agree,Sarcastic
5484,"Hang in here everyone, Bassman's been reading ""_____""'s posts over and over and they've got him talking about the ""American Holocaust""! emoticonXBanghead 
Until you have been in my exact situation, I wouldn't expect someone like you to understand. I really don't give a emoticonXCensored if you think it is selfish or not - it is not for you to judge.",Sarcastic,Sarcastic,Agree,Sarcastic
5485,No argument there. I wasn't asked if I wanted my federal tax dollars to go towards same sex benefits in violation of DOMA. :xcensored,Sarcastic,Non-Sarcastic,Disagree,Unknown
5486,"this man has a valid point. but i guess the people he mentions, the extremists and the racists will overlook his wisdom because that's the way they work.",Sarcastic,Non-Sarcastic,Disagree,Unknown
5487,"And we know this how? You complain about the 90% figure being erroneous and then make an unsupported statement like this?Furthermore, if Mexico is making an earnest attempt to smash the cartels and we're financing it in part, wouldn't we want to help reduce the weapons traffic flowing south into the cartel's arsenals?",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5488,I thought the almighty expressed his will in the Bible for mortal men to know it...,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5489,"How do they use ""the empirical evidence prove it"", when they do no research, and no evidence actually supports their ""theory""?",Sarcastic,Non-Sarcastic,Disagree,Unknown
5490,But you still feel they have the right idea when it comes to firearms?,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5491,"Yes, any legal argument which relies exclusively on religious doctrine is indeed harboring on freedom of religion infringement. The same holds true for all civil rights which have had opposition from the ""religious-right.""",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5492,"I believe you mean pro-choice, don't you. A pro-life mod might agree with you.",Sarcastic,Non-Sarcastic,Disagree,Unknown
5493,"Cheerio and thanks for the examples! Yes these are perfect examples of animals creating ""unnatural"" things- I happen to be thinking of Beavers and their dams but hey, thats just me.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5494,You know you have outwitted a conservative thinker when they completely dodge the argument you have made.,Sarcastic,Sarcastic,Agree,Sarcastic
5495,They were both created on the sixth day according to Genesis 1.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5496,"Actually the Apocrypha is made up of pre-Christian texts, and late 4th century is a bit of a stretch for the new testament, certainly all its component texts were widely accepted by the 2nd century. I don't whether it is ""generally accepted"" that the text was altered, it seems to me that you are projecting your own views based on the hypotheses of some scholars on to Biblical scholarship in general.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5497,"Ah, but the issue in this thread is what the fetus really means to anti-choicers/anti-lifers.",Sarcastic,Sarcastic,Agree,Sarcastic
5498,Because there is no evidence against the virgin birth and there is considerable evidence against Adam -- including the text of Genesis 1.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5499,"Why did the president have to lie. Kerry served, Bu$h just helped himself to the cocaine.",Non-Sarcastic,Sarcastic,Disagree,Unknown
5500,"You're missing the point. The ghetto resistance was drastically outmanned and outgunned, and it still took the professional, well armed German military, nearly a month to beat them down into defeat.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5501,"Yes, I certainly did consider these risks, and the risks at the time were far higher for continuing pregnancy than getting an abortion.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5502,it has been known for a long time -- it's just been surpressed because it contradicts genetic determinism and neo-darwinsm in general.,Sarcastic,Non-Sarcastic,Disagree,Unknown
5503,"So you're admitting that Sarah Brady intentionally committed a straw purchase of a firearm, especially one that can be modified and turned into a long range sniper rifle.",Non-Sarcastic,Sarcastic,Disagree,Unknown
5504,"Notice that even in this version there are elipses just before the quote in question. My bet is if we were to actually refer to this 44 years old book, Simpson would not be saying what Toxey wants him to say.",Sarcastic,Non-Sarcastic,Disagree,Unknown
5505,"You lost this debate Skeptic, why drag it back up again? There are plenty of other subjects that we could debate instead. Pick one of them and let's debate again. Alternatively, how about a formal debate on ID in which you never once mention Behe? That'll",Sarcastic,Non-Sarcastic,Disagree,Unknown
5506,"Ah, historical inevitability. I had no idea you were a marxist, Steeeeve! Unfortunately for you the same argument applies to the collapse of capitalism. And once again you conflate capitalism and freedom. Have you never heard of anarcho-syndicalism? And why is someone more free when their life is controlled by corporations than when those corporations are restrained by a democratic government?",Sarcastic,Sarcastic,Agree,Sarcastic
5507,Aw declare victory and slither off eh. I made an assertof fact that was backed up. You made a strawman of abandonment. No one made that claim but you. They come here because they don't get the proceedure in a timely manner. Get it now? Hence you lose as usual.,Sarcastic,Non-Sarcastic,Disagree,Unknown
5508,i love when my feet get rubbed after a long day. its really relaxing and i dont mind rubbing a mans feet.... as long as they don't stink,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5509,"Abortion is not immoral? End of story? Simone, are you trying to impose your own personal moral code upon me? Well I never....",Non-Sarcastic,Sarcastic,Disagree,Unknown
5510,"Yes, it's very subjective. I was using evil as an example that was incorrectly used on the website. Even though evil is subjective, you can still be evil. (you can do evil to take away your goodness, but the only way to make yourself colder is by removing your heat, not adding ""cold"")",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5511,"There isn't anything controversial about the articles claims, it has long been recognised that mammals evolved from reptile stock, who where descended from amphibians whose ancestors where fish.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5512,"Erm... we are? Levels of CO2 in the atmosphere are usually quoted as parts per million, currently a little over 380ppm, 150 years ago closer to 280. In 1970 about 330ppm.
 Carbon dioxide in the Earth's atmosphere - Wikipedia, the free encyclopedia",Sarcastic,Sarcastic,Agree,Sarcastic
5513,Why should you mutilate your son? Maybe you should have listened,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5514,"Repeating superstitious nonsense makes it no less mythological than the first, second and third time you were shown it to be so. Skeletons, even from the BRONZE age, let alone your incorrect reference to the stone age, are not fossils.",Sarcastic,Non-Sarcastic,Disagree,Unknown
5515,NONONONONONONO! I wasn't talking about you JoeBrummer I was talking about aNaCaLaGoN! Don't worry I try not to pick on people who don't like it!Right Sinjin?,Sarcastic,Non-Sarcastic,Disagree,Unknown
5516,"Actually it is the creationists who don't know what they are talking about. If they wish to talk about cosmology, then by all means talk about it. Just don't pretend that anything discusses has any bearing on evolutionary theory.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5517,"No, the law didn't specifically mention gays, or dwarfs, or one-eyed pirates, or 6 toed individuals. emoticonXRolleyes 
",Non-Sarcastic,Sarcastic,Disagree,Unknown
5518,"we? which of you is the puppet? looks from here like you are talking nothing more than big gun, small ...... feet. empty sweeping generalisations are still empty. he made claims, i want evidence to back them up.",Sarcastic,Non-Sarcastic,Disagree,Unknown
5519,"i love it when christians say this...pay who, for what, whose sin? if he is god, no one had to die for anything. he could blink his eyes and everything would be as he wanted!",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5520,"Oh my goodness. This is a trick called semantics.   I guess you got sucked in.   Yes, abortion is used as contraception unfortunately.",Sarcastic,Sarcastic,Agree,Sarcastic
5521,"Well! I guess that just showed you guys. It seems that HeavenBound thinks that having a closed mind is a bad thing. And yet,",Sarcastic,Sarcastic,Agree,Sarcastic
5522,More evangelical Christian brotherly love and understanding based on racial discrimination.,Non-Sarcastic,Sarcastic,Disagree,Unknown
5523,"And statistically a school massacre by someone with a concealed carry permit is just short of being nonexistent, but that fact still doesn't mean a thing to you.",Non-Sarcastic,Sarcastic,Disagree,Unknown
5524,"The observable universe represents an event horizon, outside of which we cannot see. The actual extent of the universe beyond that is at present unknowable. Current versions of M-theory hold that our universe was formed from the collisions of branes in a higher dimension.",Sarcastic,Non-Sarcastic,Disagree,Unknown
5525,"Apparently not.   I live in Utah and every public school has a building on the grounds called the seminary.   In seminary class they teach of all things the book of Mormon.   A Mormon is basically a financial Christian with a whole other book of incredibly stupid poop in it.   These Mormons are as lost a people as you will ever find, totally immersed in a cult fantasy world.   So its not surprising.",Sarcastic,Sarcastic,Agree,Sarcastic
5526,"And yet after investigating for over a year, our inspectors agree with me, not you. Hmmm.",Non-Sarcastic,Sarcastic,Disagree,Unknown
5527,I believe once you have the rights granted persons that they may not be taking away because you are asleep or in a coma. Not unless of course it can be shown that higher brain activity has ceased and there is no reasonable expectation that it could return.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5528,"dear easyride, although i grew up in annapolis, i never went into the military. the rank of captain is maritime. currently, i run a tourboat in miami. while not strictly a battle field, we see plenty of action. thanks for the help. dear greg, although i would love to cruise through the boards to learn why people become creationists; i don't have the time. i have this poll posted at nearly a dozen other sites and counting.  the demographic information, as well as why, is an attempt to find a statistical thread running through the creationist community.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5529,"Gee, where does the analogy with computers show this? NOWHERE!
Focus dude. If you are going to address my statements, then address what I was discussing. If you just want to spew out pointless God propaganda, go do it in another thread.",Sarcastic,Sarcastic,Agree,Sarcastic
5530,"Yes, and George Dubya Bush and the GOP know it's unconstitutional.Would it really bother you so much if the feds recognized a Massachusetts or California or New York or New Jersey same-sex marriage while other states like Alabama and Utah could ban same-sex marriage?I could live with that. Most gay people already leave those states anyway.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5531,"It's only obvious to the delusional ones, as I did not lift it from anyone. Just stating the truth. If it hurts, tough.",Sarcastic,Non-Sarcastic,Disagree,Unknown
5532,i'm always amazed at how women can do stuff with their bodies that make my body react ;),Sarcastic,Sarcastic,Agree,Sarcastic
5533,"Ditto squared. If they support killing a perfectly healthy unborn child, they will argue that the reason stated in the Op is the main reason Abortion is needed and justified. And I must say that if 98% of all abortions were performed for that reason, the public stance against them might not be so strong.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5534,Maybe you can talk when you provide us with the actual translation.,Non-Sarcastic,Sarcastic,Disagree,Unknown
5535,"No school shootings on Colorado State University, even though they allow concealed carry.   The same is true in Utah, where concealed carry on campus is something the schools can't ban.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5536,i am surprised i am going out on a limb saying that i dont think we will find them now. it is possible he dispensed with them to terrorists when we attacked..,Sarcastic,Non-Sarcastic,Disagree,Unknown
5537,And you're baffled that you don't have more intelligent debate with people. I'm shocked.,Sarcastic,Sarcastic,Agree,Sarcastic
5538,What's this? Do we really get to pick apart the free will defense now?,Non-Sarcastic,Sarcastic,Disagree,Unknown
5539,[quote=mae] land that didn't belong to the un or israel. or current american aggression? what's the difference? both are imposing their ideologies by force. you make it sound like choosing a sports team; for or against based on personal opinion.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5540,So you disapprove of what these gun owners are doing? It's encouraging to see someone on the progun side who can think for themselves and recognize when other people on their side are doing wrong.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5541,"because all children should have parents who want them dearly.btw, ""moral relativism"" is absurd. a phase people pass through as they discover diversity and is bewildered by it, thinking all are equally valid. it is a stance of both immature/superficial reasoning and moral depravity. ",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5542,"To summarize, since penfolds reasoning has been shown to be both ignorant and short sighted, his only recourse is to offer a trollish quip before skulking away like the irrational philosophical coward that he is. At least you're consistent penfold. emoticonXRolleyes",Sarcastic,Sarcastic,Agree,Sarcastic
5543,"<flush>Just come up with something that discredits the resurrection, if you think you can. Should be easy for you Einsteins, shouldn't it?But in two years I haven't seen it yet. Not from you or anybody else.Where's the beef?",Sarcastic,Sarcastic,Agree,Sarcastic
5544,"Yes, but I think you missed my point. I stated this above, remember the prohabition? People actually drank MORE alchohal. Without a ban, law abiding citizens and criminals will have them, with a ban, there will be just criminals.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5545,"obama said no such thing. who said i don't blame loughner? he will be dealt with by the judicial system. but we must take responsibility as a society for the violence that occurs within our communities. he was encouraged, he was incited, he was instigated. do you think that hitler, with his rhetoric, did not bear any responsibility for the night of broken glass?",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5546,"All I want to know is,
""Did you plug the hole today, daddy?"" 
emoticonXBouncer",Non-Sarcastic,Sarcastic,Disagree,Unknown
5547,Even though I am for gay marriage I do agree. Correlation is not causation.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5548,"why not invite a bunch of famous people? de niro is an incredibly interesting guy; my brother used to work on many films with him as a lighting specialist. he was one of the few folks that actually got to know him. scorsese, on the other hand, i'm sure, like you said, has tons of stories and anecdotes, all of which i'd love to hear! i've got my fair share of intellectual, spiritually magnificent people: ghandi, nietzsche and morello are all fantastic people.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5549,You want a world without limits? Head over to some countries in Africa and see how anarchy is doing for them.,Sarcastic,Sarcastic,Agree,Sarcastic
5550,sinjin - I didn't mean to imply any linkage between your opinions and those of another poster. Apologies.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5551,Once again as the noose tightens and they see their days are numbered. The religious elite feel their power and hold over the masses slipping. With Iowa and Vermont being major victories they'll stop at nothing to instill fear and confusion upon the American people to try and stem the tide that has been long overdue in rising.,Sarcastic,Non-Sarcastic,Disagree,Unknown
5552,Were most of these people the ones who were too lazy to work?,Sarcastic,Sarcastic,Agree,Sarcastic
5553,is it a new definition of 'control' that is needed? i was thinking maybe my definition of 'freedom' was outdated.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5554,"WHAT??? Jito, are you saying that motherhood is difficult? emoticonXWow Now that's a shock...",Sarcastic,Sarcastic,Agree,Sarcastic
5555,"And where, pray tell, does your un-'ignorant' system of proper behaviour come from?",Non-Sarcastic,Sarcastic,Disagree,Unknown
5556,"seriously man, i hope you don't believe what they tell you on that channel. it's just whoa. this one anchor woman was talking about how background checks led to registration than extermination; i was shocked. the thing with fox is, they put on whatever rupert murdoch wants.",Sarcastic,Non-Sarcastic,Disagree,Unknown
5557,"But again, that requires a YEC to contradict their belief in the flood. As earlier stated, previous YECs have gone into the field, looked at the data and evidence and abandoned YEC as it makes absolutely no sense. YEC 'science' is not used in hydrocarbon production.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5558,"I'm with Smiley: you're describing yourself perfectly, save for referring to conservatives instead of liberals.",Non-Sarcastic,Sarcastic,Disagree,Unknown
5559,"does that matter? isn't it obvious? you get your friends to vote you for and it allegedly makes every single one of our failures in the debate no longer matter. exoneration through popularity. quite stupid really, but what can you expect?",Sarcastic,Sarcastic,Agree,Sarcastic
5560,Care to post some proof or should everyone just believe it because you say it?..,Non-Sarcastic,Sarcastic,Disagree,Unknown
5561,"nor do i understand how buying materialistic items or receiving them is very christian yes!!! thankyou!!! i'm glad someone finally said it! now what was one of the deadly sins of christianity? oh right, greed. hypocrisy much?",Sarcastic,Sarcastic,Agree,Sarcastic
5562,And I suspect WW understands it about as well as you do...,Non-Sarcastic,Sarcastic,Disagree,Unknown
5563,"Im still waiting to find the text book that will show me how to get perfect order out of nothing explodeing!. What we need is theory to revolve around facts not facts to revolve around theory, other wise all we are ever gonna be are unanchored ships on stormy seas!..",Non-Sarcastic,Sarcastic,Disagree,Unknown
5564,"It is clearly not a strawman argument. I think he doesn't know what ""straw man"" means and I think he is meaning to say ""red herring.""It isn't a red herring either; it's a perfectly logically related question. I would guess he doesn't see that as he neither understands evolution nor bacterial resistance and, thus, the relationship.",Sarcastic,Non-Sarcastic,Disagree,Unknown
5565,"Uncle Sam hasn't tried to pass a law saying people can't install left-handed doornobs, to supposedly protect the doornobs of right-handed people. I guess right-handed people don't feel threatened by the minority. What a concept!",Non-Sarcastic,Sarcastic,Disagree,Unknown
5566,You misunderstand me I believe they should all be locked up. Anyone who preaches against gay people freely living their lives as equal citizens with all the rights and responsibilites should be locked up in the darkest dungeon. There can be no compromise on this issue peoples lives are at stake.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5567,"Biologically speaking, the fetus is human; the mother person is simply sustaining it via blood-- just like via mother's milk after birth. Can she legally starve the newborn child of that (if no other suitable nourishment is available) simply because she has the ""right to her body?""I think no, by law.",Sarcastic,Non-Sarcastic,Disagree,Unknown
5568,"B.S. simone. He was the perfect age for Vietnam. Why hasn't he released his draft card? I know, they only sent them to citizens.",Non-Sarcastic,Sarcastic,Disagree,Unknown
5569,"I can't imagine it either, but if I had to pick one type of business most capable of turning a government mandate into a profit, insurance companies would get my vote. I'm afraid that too many people subconsiously think that conflicts between opposites like health providers (or trial lawyers) vs. insurance companies result in victory for the general public. Shandag's comments show that they both can have common interests (State mandates) that result in wins for both of them and a loss for the general public.",Sarcastic,Non-Sarcastic,Disagree,Unknown
5570,That's it? That was your post? To attack a source without anything backing you up? Bravo!,Non-Sarcastic,Sarcastic,Disagree,Unknown
5571,"Why not? My mother has been 39,for the last 39 years.",Non-Sarcastic,Sarcastic,Disagree,Unknown
5572,is homophobia an instinct? because i really have no clue where it came from...,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5573,"Quickdraw Ethmi! Outdraws the baddie and shoots him! Hopefully no more than a quaint fantasy, given his admission of philandering.",Sarcastic,Sarcastic,Agree,Sarcastic
5574,"""That's your problem, you're a sanctimonious putz who thinks that because you say something, it must automatically be accepted as the gospel for some reason, without supporting anything you say with actual evidence."" 
Sorry for the language but I wanted to quote you accurately.
You are truly the King of Irony.",Non-Sarcastic,Sarcastic,Disagree,Unknown
5575,"Oh boy, you said it!
 
 Is the Earth's Magnetic Field Young?",Non-Sarcastic,Sarcastic,Disagree,Unknown
5576,You are jason. And I have proven that you have wrongly slandered me by calling me a hypocrite. I'll expect an apology from you forth with. emoticonXBye,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5577,"Another personal favorite of mine... When I showed up to a seminar hosted by a local creationist, I challenged him to produce a textbook with false evidence. He couldn't. When I brought every last biology and biochemistry textbook from my college career to him for him to scour, he didn't even bother to look.Translation: this claim is XXXX, and Wells knows it.",Sarcastic,Sarcastic,Agree,Sarcastic
5578,Stop trying to muddy the waters. I was talking about developed nations with lower murder rates. You suddenly bring Chicago into the debate- a city with open borders in a nation where guns are freely available. Even if gun control hasn't worked there it doesn't follow that gun laws can't work on a national level. ,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
